ID,X,Y,Name,Age
75627,4660,9697,Karen Williams,81
88206,6960,8254,Kerry Diaz,73
6085,4560,3097,William Hutchinson,66
96799,506,7093,Catherine Clark,89
24583,6186,2841,Sierra Miranda,95
51930,2033,5420,Victoria Caldwell,86
99330,2164,3024,Jacqueline Guzman,50
24178,4282,8615,Krista Mcpherson,59
2066,9995,9358,Dr. Manuel Gutierrez DDS,31
49073,7689,1957,Holly Spence,39
73417,5652,5579,Jeffery Robinson,53
21336,885,5261,Dr. Amanda Mckee,53
24491,6733,1845,Emily Huffman,67
67971,2505,5195,Sandra Santiago,99
67476,3359,6799,Hailey Ellis,10
9611,9268,6929,Katherine Watkins,79
13383,3910,6521,Mary Liu,75
36056,2125,9215,Amanda Allen,57
50226,3403,3701,Nancy Hill,62
20474,9838,267,Donna Rollins,89
61873,9585,10,Alec Hardy,30
95831,6065,3258,Michael Lee,20
39821,4065,3848,Elizabeth Peterson,26
53099,3383,3564,Brandon Walsh,16
31607,2682,3835,Rachel Davis,16
67124,4714,7259,Amanda Brown,53
64545,9845,8116,Ellen Willis,63
41552,6488,3087,John Marsh,25
51931,6525,8288,Lindsey Best,64
32009,7094,125,Dr. John Neal,98
32319,3776,270,Richard Gallegos,39
3102,8971,5606,Tamara Fox,67
90226,7761,8904,Jordan Adams,20
40144,1408,2092,Sean Webb,63
40218,7267,7566,Susan Hughes,97
56474,4633,5374,Kyle Miller,63
69711,9857,4928,Kathleen Cook,72
77902,168,2633,Alicia West,84
79869,7651,8978,Emily Vargas,56
33513,5439,320,Hannah Wood,48
56577,8918,5607,Benjamin Harris,66
94059,1969,5140,Paul Owens,81
43850,3392,8451,Marisa Harvey,89
39168,6681,9726,James Wilson,69
92162,74,5749,Katrina Bennett,94
64146,4196,4988,George Mcdonald,32
79677,4138,5306,Jeanette Lopez,24
17546,8112,7176,Megan Graham,80
88883,2403,4007,Mark Adams,28
91264,193,3697,Kelly Hoffman,92
48703,9525,6428,Karl Martinez,77
67802,5480,8560,Jennifer Brown,74
56165,1062,1337,Brooke Eaton,56
32858,1628,2654,Sean Gonzalez,32
93483,8762,260,Cassandra Martin,12
62951,9019,3781,Timothy Navarro,99
46977,5481,4055,Matthew Gonzalez,28
78406,6032,5450,Karen Miller,80
4451,1716,8111,Miss Brandy Baldwin,61
96228,7012,8499,Kristin Thompson,98
59959,2369,4923,Adriana Butler,82
87483,5762,7761,Andrew Martinez,61
79,8109,5094,Ryan Roberts,84
97137,5029,1001,Natasha Russell,11
69855,6177,8291,Samuel Perez,72
29101,2601,6755,Pedro Murphy,34
48705,673,278,Christopher Gonzalez,91
69423,9002,9150,Erin Hernandez,60
43262,1892,700,Stephen Harris,50
60861,34,4729,Jimmy Benton,66
57414,9805,8231,Darren Henry,18
72345,8309,5782,Joe Ingram,96
76307,592,5179,Richard Lee,52
90774,9480,9801,Mark Parker,17
33368,6002,3529,Paige Johnson,69
86554,9504,8124,Erin Santos,41
4090,9102,6185,Angela Miller,96
33601,5637,3301,Melanie Yates,74
38002,2213,7204,Travis Lee,73
95562,6379,3673,Jason Castaneda,53
86697,7068,7132,Tiffany Simmons,42
29411,9619,1598,Richard Cervantes,13
36012,4942,1421,Edward Perez,27
19971,4836,9660,Benjamin Butler,76
54954,9639,8684,Alexis Rodriguez,18
70845,6112,5550,John Clements,30
19807,8554,2627,Kathryn Miller,79
4539,3102,9093,Dylan Savage,69
18469,7299,5071,Ruben Bowers,91
62523,9793,1749,Mary Sims,34
33671,8597,2503,Scott Jarvis,96
22431,7735,4370,Scott Hill,22
39494,8257,5987,Nicholas Rogers,70
36767,780,8773,Sabrina Jackson,18
9517,9473,4304,Benjamin Snow,95
65540,3868,4511,Franklin Johnson,72
46339,2866,3779,Jennifer Burton,36
82039,2892,4606,Edward Garrett,88
52715,5402,1766,Alexandra Bell,32
93393,9954,650,John Gray,55
6940,6870,5860,Lydia Riley,12
10668,9452,5607,Emily Carlson,27
7164,3605,9672,Donna Martin,81
95350,7902,9685,Colleen Brooks,80
77255,9807,3971,Eric Thompson,24
75879,8614,1976,Thomas Scott,41
96337,4116,1652,David Townsend,69
78938,7103,2253,James Williams,36
19461,2887,1871,Abigail Hughes,17
61590,5697,2462,Jerry Webb,78
83325,7062,3155,Frederick Powell,28
55361,601,6659,Katelyn Ray,27
84550,3281,4829,Michael Austin,98
85248,7777,1941,Brenda Dougherty,55
45238,5159,5195,David Roman,32
40367,7717,4873,Jason Cox,17
17748,9185,9125,Mark Smith,32
61637,4454,5246,Anna Schmidt,97
10415,6566,6301,Hannah Torres,49
54998,3518,2636,Barbara Jackson,59
35462,6842,7639,Judy Mendoza,46
50620,3444,405,Bryan Roman,60
9382,6120,980,Tracy Guerra MD,15
33371,3660,6949,Allen Williamson,21
20742,4849,8955,Angela Howard,46
27603,9144,7043,Jennifer Powell,18
98332,4388,4935,Roy Hall,94
41778,707,1407,Maria Harris,47
48891,9565,308,Barbara Holmes,100
39704,1739,9557,Robert Cameron,69
24131,1947,6658,Justin Hull,49
4509,6894,5962,Jose Sutton,12
66527,1339,3111,James Dunlap,66
12153,5234,4954,Shannon Allen,58
92385,7132,8202,Curtis Santiago,66
98631,9436,5414,Andrea Brown,18
91257,1249,2198,Jennifer Padilla,40
74787,1348,8879,Alejandro Brown,71
84105,9744,2236,Veronica Cohen,23
18743,3308,3412,Chad Barnett,64
57022,1146,4970,Tammy Smith,15
44235,8852,7864,Donald Melendez,99
32704,2038,4050,Erica Harris,71
77290,9594,8375,Alexis Thomas,84
95172,195,4413,Joseph Li,60
23665,916,7500,William Vazquez,55
3821,8398,5878,Jake Harris DVM,12
61313,7242,5801,Adrian Edwards,78
86592,7903,9502,Isaac Glenn,90
9166,2168,7781,Mark Perez,92
7369,1105,7365,Jason Wiggins,99
48205,6157,5039,David Smith,65
31216,6202,6624,Melinda Taylor,10
70380,4277,8913,Debra Lane,83
22967,8065,8899,Jordan Ortega Jr.,59
83823,5069,1801,Jasmine Mcintyre,89
98483,6293,1006,Katherine Roberts,77
96691,9871,8160,Elizabeth Ellis,49
74887,3104,55,Amy Pearson,68
79466,1568,2548,Jeffrey Jefferson,89
97922,5019,831,Johnny Burch,15
96964,4284,5787,Ian Le,82
93138,326,7526,Andrea Kaiser,29
73367,4726,7164,Steven Gray,47
8351,2050,5450,Michelle Hamilton,53
44726,8424,7812,Nicholas Parker,71
55759,7893,3575,Daniel Huff,28
59950,9897,9033,Catherine Freeman,45
79657,7282,8991,Dawn Sims,27
60281,1593,9172,David Ramirez,39
79642,6176,8692,Michelle Knox,23
14706,88,2558,Andrew Dunn,93
34901,7712,9771,Heidi Velez,24
50395,2365,7234,Cheryl Taylor,36
19473,6121,5443,Debra Johnson,70
26546,5648,4959,Amy Rodriguez,34
22350,6998,7546,Tina Boyd,18
77636,6743,5731,Tina Cooley,27
48296,7772,6915,David Williams,100
60254,3059,7409,Nathan Best,50
74924,4255,6695,Amanda Taylor,29
91467,5363,2568,Robert Wright,21
22840,6525,1318,Ana Reilly,46
90311,8962,5095,Nancy Williamson,58
61000,5261,7757,Jacob Wilcox,69
29288,7054,9502,Luis Scott,95
8415,3622,8118,Christina Brown,28
29157,2973,7260,Charles Jensen,91
67822,2026,6265,Glenn Jones,33
80996,9254,7189,Dr. Brian Frank,58
56844,6780,2014,Jeffrey Johnson,91
9831,4271,4367,Steven Banks,89
36954,1679,9575,Brian Greene,80
30373,8753,9775,Sarah Vaughan,41
87478,6194,9794,Lee Wilson,85
31970,3731,7013,Amanda Wise,49
99665,5300,9802,Kathleen Ponce,75
57560,4641,1873,Courtney Juarez,51
2286,6530,671,Mallory Wilson,76
68086,6343,5567,Brett Lawrence,93
63325,5784,7480,Charles Williams,66
50953,7963,3024,Ms. Kelsey Schneider,12
91825,9019,5316,William Curtis,76
54647,244,8731,Elizabeth Adams,95
22250,659,5522,Bruce Terry,70
18720,7257,4849,Kelly Stafford,22
89915,9249,1805,Kimberly Walton,50
47608,2787,7903,Crystal Jackson,40
92565,9282,2150,Leslie Thornton,93
92671,4457,8352,Dr. Richard Roberts PhD,39
88270,9684,3124,Jennifer Carr,39
99911,8959,8508,Michael Armstrong,20
75154,5741,7399,Alyssa Brown,99
51363,6781,157,Ronald Lee,22
16888,9715,9148,Erik Roberts,14
66582,1395,6043,Laura Kent,48
98441,8775,4293,Amanda Floyd,16
55203,4087,5169,Erika Moore,29
38317,1441,9597,Darrell James,13
68852,1861,3369,Sydney Coleman,87
92775,8966,9413,Meagan Brown,30
84725,3879,2556,Jesse Martinez,64
66348,6598,8506,Kristin Johnson,81
63752,7398,6580,Jordan Medina,58
30619,7887,5476,Carlos Oconnor,26
74877,1466,7251,Matthew Bonilla,27
36000,1718,7173,Samantha Allen,73
77083,7863,3237,Alison Blackburn,74
8283,383,597,Kathleen Lopez,93
91342,8556,2435,Stephen Mullen,18
99240,3668,6036,Glenda Gray,30
19900,6908,1952,Jason Burgess,38
15496,5249,6283,Kendra Reeves,31
76272,8990,4081,Leslie Sanchez MD,37
11528,2995,5560,Justin May,87
8679,7516,764,Wesley Harrington,38
53229,5035,1120,Mary Ochoa,88
90002,6306,9882,Lisa White,66
74497,4591,423,Adrian Flores,81
79373,3091,9510,Robert Odonnell,68
10313,985,1850,Michael Lawrence,90
99216,5537,4985,Zachary Chan,97
12804,2303,6068,Dr. Jessica White,23
17157,5221,2144,Paul Santos,82
12243,4596,9563,Steven Allen,81
14406,2572,7582,Travis Small,76
46304,5069,7924,Lee Alvarado,30
73618,2210,7123,Jason Anderson,81
26922,1909,2362,Jose Franklin,36
96770,4623,1049,Jesse Bell,25
51461,9891,7405,Sherri Hansen,46
63130,3665,5444,Corey Rodriguez,35
38379,5846,4320,Karen Wallace,64
62662,9269,5399,Mr. Joseph Bentley,78
22739,4335,4992,Aaron Porter,11
88568,3239,101,Erin Williams,55
60397,2140,8949,Edward Stevenson,91
36422,3423,6792,Rebecca Smith,98
45968,4775,6602,Jerry Robinson,99
91057,7266,1536,Kelly Cruz,65
3808,9509,1114,Breanna Mcclure,47
34435,8462,2714,Erin Pierce,45
82005,3634,6784,Melissa Robertson,58
67244,4352,3858,Rebecca Walker,85
27967,7822,7943,Matthew Dodson,94
86642,665,1649,Jacqueline Baxter,77
54243,7590,8574,Erica Stevens,29
18247,8036,6956,Brian Smith Jr.,26
46899,2409,9834,Kathleen Grant,53
73224,1345,8582,Alexandria Smith,92
